"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"29.03.2019 08:45 - 29.03.2019 09:00","64615","66224"
"29.03.2019 09:00 - 29.03.2019 09:15","64327","65704"
"29.03.2019 09:15 - 29.03.2019 09:30","64474","65915"
"29.03.2019 09:30 - 29.03.2019 09:45","64701","66183"
"29.03.2019 09:45 - 29.03.2019 10:00","65268","66570"
"29.03.2019 10:00 - 29.03.2019 10:15","65297","66537"
"29.03.2019 10:15 - 29.03.2019 10:30","65580","66874"
"29.03.2019 10:30 - 29.03.2019 10:45","65528","67483"
"29.03.2019 10:45 - 29.03.2019 11:00","65778","67464"
"29.03.2019 11:00 - 29.03.2019 11:15","65922","67466"
"29.03.2019 11:15 - 29.03.2019 11:30","66091","67430"
"29.03.2019 11:30 - 29.03.2019 11:45","66234","67502"
"29.03.2019 11:45 - 29.03.2019 12:00","66350","67116"
"29.03.2019 12:00 - 29.03.2019 12:15","65636","66661"
"29.03.2019 12:15 - 29.03.2019 12:30","65606","66427"
"29.03.2019 12:30 - 29.03.2019 12:45","65349","65754"
"29.03.2019 12:45 - 29.03.2019 13:00","65462","65221"
"29.03.2019 13:00 - 29.03.2019 13:15","64918","65083"
"29.03.2019 13:15 - 29.03.2019 13:30","64446","64416"
"29.03.2019 13:30 - 29.03.2019 13:45","64012","63415"
"29.03.2019 13:45 - 29.03.2019 14:00","63247","62488"
"29.03.2019 14:00 - 29.03.2019 14:15","62910","62680"
"29.03.2019 14:15 - 29.03.2019 14:30","62586","62457"
"29.03.2019 14:30 - 29.03.2019 14:45","62541","62211"
"29.03.2019 14:45 - 29.03.2019 15:00","62578","61933"
"29.03.2019 15:00 - 29.03.2019 15:15","61948","61766"
"29.03.2019 15:15 - 29.03.2019 15:30","61800","61498"
"29.03.2019 15:30 - 29.03.2019 15:45","61649","60963"
"29.03.2019 15:45 - 29.03.2019 16:00","61134","60456"
"29.03.2019 16:00 - 29.03.2019 16:15","61087","60835"
"29.03.2019 16:15 - 29.03.2019 16:30","60777","60357"
"29.03.2019 16:30 - 29.03.2019 16:45","60089","59784"
"29.03.2019 16:45 - 29.03.2019 17:00","60750","59655"
"29.03.2019 17:00 - 29.03.2019 17:15","60940","59881"
"29.03.2019 17:15 - 29.03.2019 17:30","61077","59688"
"29.03.2019 17:30 - 29.03.2019 17:45","61468","60250"
"29.03.2019 17:45 - 29.03.2019 18:00","61440","60538"
"29.03.2019 18:00 - 29.03.2019 18:15","61402","60887"
"29.03.2019 18:15 - 29.03.2019 18:30","61648","61201"
"29.03.2019 18:30 - 29.03.2019 18:45","61852","61643"
"29.03.2019 18:45 - 29.03.2019 19:00","62261","62583"
"29.03.2019 19:00 - 29.03.2019 19:15","62546","63598"
"29.03.2019 19:15 - 29.03.2019 19:30","62381","64315"
"29.03.2019 19:30 - 29.03.2019 19:45","62132","64138"
"29.03.2019 19:45 - 29.03.2019 20:00","61691","63441"
"29.03.2019 20:00 - 29.03.2019 20:15","61105","62600"
"29.03.2019 20:15 - 29.03.2019 20:30","59870","61699"
"29.03.2019 20:30 - 29.03.2019 20:45","59056","60659"
"29.03.2019 20:45 - 29.03.2019 21:00","58444","59284"
"29.03.2019 21:00 - 29.03.2019 21:15","57300","58851"
"29.03.2019 21:15 - 29.03.2019 21:30","56707","57973"
"29.03.2019 21:30 - 29.03.2019 21:45","56309","57124"
"29.03.2019 21:45 - 29.03.2019 22:00","55501","56207"
"29.03.2019 22:00 - 29.03.2019 22:15","55240","55785"
"29.03.2019 22:15 - 29.03.2019 22:30","54688","54988"
"29.03.2019 22:30 - 29.03.2019 22:45","53707","53882"
"29.03.2019 22:45 - 29.03.2019 23:00","52523","52782"
"29.03.2019 23:00 - 29.03.2019 23:15","51335","51806"
"29.03.2019 23:15 - 29.03.2019 23:30","50426","51217"
"29.03.2019 23:30 - 29.03.2019 23:45","49512","50365"
"29.03.2019 23:45 - 30.03.2019 00:00","48531","49664"
"30.03.2019 00:00 - 30.03.2019 00:15","46955","48721"
"30.03.2019 00:15 - 30.03.2019 00:30","46169","47923"
"30.03.2019 00:30 - 30.03.2019 00:45","45600","47323"
"30.03.2019 00:45 - 30.03.2019 01:00","45067","46973"
"30.03.2019 01:00 - 30.03.2019 01:15","44533","46544"
"30.03.2019 01:15 - 30.03.2019 01:30","44055","46054"
"30.03.2019 01:30 - 30.03.2019 01:45","43695","45895"
"30.03.2019 01:45 - 30.03.2019 02:00","43396","45382"
"30.03.2019 02:00 - 30.03.2019 02:15","43056","45196"
"30.03.2019 02:15 - 30.03.2019 02:30","42791","44993"
"30.03.2019 02:30 - 30.03.2019 02:45","42682","44613"
"30.03.2019 02:45 - 30.03.2019 03:00","42705","44683"
"30.03.2019 03:00 - 30.03.2019 03:15","42611","44814"
"30.03.2019 03:15 - 30.03.2019 03:30","42681","44788"
"30.03.2019 03:30 - 30.03.2019 03:45","42687","44936"
"30.03.2019 03:45 - 30.03.2019 04:00","42721","45004"
"30.03.2019 04:00 - 30.03.2019 04:15","42863","45334"
"30.03.2019 04:15 - 30.03.2019 04:30","42980","45311"
"30.03.2019 04:30 - 30.03.2019 04:45","43085","45311"
"30.03.2019 04:45 - 30.03.2019 05:00","43235","45712"
"30.03.2019 05:00 - 30.03.2019 05:15","43540","46096"
"30.03.2019 05:15 - 30.03.2019 05:30","43420","45861"
"30.03.2019 05:30 - 30.03.2019 05:45","43627","45840"
"30.03.2019 05:45 - 30.03.2019 06:00","43823","45587"
"30.03.2019 06:00 - 30.03.2019 06:15","44159","45400"
"30.03.2019 06:15 - 30.03.2019 06:30","44682","45773"
"30.03.2019 06:30 - 30.03.2019 06:45","45131","46284"
"30.03.2019 06:45 - 30.03.2019 07:00","45834","47063"
"30.03.2019 07:00 - 30.03.2019 07:15","46720","47992"
"30.03.2019 07:15 - 30.03.2019 07:30","47174","48606"
"30.03.2019 07:30 - 30.03.2019 07:45","48110","49482"
"30.03.2019 07:45 - 30.03.2019 08:00","49111","50505"
"30.03.2019 08:00 - 30.03.2019 08:15","50078","51515"
"30.03.2019 08:15 - 30.03.2019 08:30","50892","52346"
"30.03.2019 08:30 - 30.03.2019 08:45","51527","53024"
"30.03.2019 08:45 - 30.03.2019 09:00","52292","53896"
"30.03.2019 09:00 - 30.03.2019 09:15","53071","54120"
"30.03.2019 09:15 - 30.03.2019 09:30","53549","54194"
"30.03.2019 09:30 - 30.03.2019 09:45","54153","54471"
"30.03.2019 09:45 - 30.03.2019 10:00","54505","54486"
"30.03.2019 10:00 - 30.03.2019 10:15","54870","54185"
"30.03.2019 10:15 - 30.03.2019 10:30","55200","54266"
"30.03.2019 10:30 - 30.03.2019 10:45","55250","54267"
"30.03.2019 10:45 - 30.03.2019 11:00","55428","54251"
"30.03.2019 11:00 - 30.03.2019 11:15","55761","54231"
"30.03.2019 11:15 - 30.03.2019 11:30","55917","54187"
"30.03.2019 11:30 - 30.03.2019 11:45","56183","54197"
"30.03.2019 11:45 - 30.03.2019 12:00","56004","53855"
"30.03.2019 12:00 - 30.03.2019 12:15","55597","54128"
"30.03.2019 12:15 - 30.03.2019 12:30","55611","54029"
"30.03.2019 12:30 - 30.03.2019 12:45","54802","53747"
"30.03.2019 12:45 - 30.03.2019 13:00","54542","53274"
"30.03.2019 13:00 - 30.03.2019 13:15","53938","52799"
"30.03.2019 13:15 - 30.03.2019 13:30","53661","52419"
"30.03.2019 13:30 - 30.03.2019 13:45","53196","51843"
"30.03.2019 13:45 - 30.03.2019 14:00","52210","51156"
"30.03.2019 14:00 - 30.03.2019 14:15","52092","50681"
"30.03.2019 14:15 - 30.03.2019 14:30","51345","50456"
"30.03.2019 14:30 - 30.03.2019 14:45","51436","50524"
"30.03.2019 14:45 - 30.03.2019 15:00","51852","50173"
"30.03.2019 15:00 - 30.03.2019 15:15","51863","50376"
"30.03.2019 15:15 - 30.03.2019 15:30","50950","50228"
"30.03.2019 15:30 - 30.03.2019 15:45","50962","49904"
"30.03.2019 15:45 - 30.03.2019 16:00","50617","49399"
"30.03.2019 16:00 - 30.03.2019 16:15","50581","49739"
"30.03.2019 16:15 - 30.03.2019 16:30","50959","49668"
"30.03.2019 16:30 - 30.03.2019 16:45","50855","49528"
"30.03.2019 16:45 - 30.03.2019 17:00","50357","49513"
"30.03.2019 17:00 - 30.03.2019 17:15","50820","50354"
"30.03.2019 17:15 - 30.03.2019 17:30","51097","50559"
"30.03.2019 17:30 - 30.03.2019 17:45","51741","51301"
"30.03.2019 17:45 - 30.03.2019 18:00","51772","51580"
"30.03.2019 18:00 - 30.03.2019 18:15","52230","52351"
"30.03.2019 18:15 - 30.03.2019 18:30","52557","52415"
"30.03.2019 18:30 - 30.03.2019 18:45","52832","53322"
"30.03.2019 18:45 - 30.03.2019 19:00","53226","54010"
"30.03.2019 19:00 - 30.03.2019 19:15","53844","54939"
"30.03.2019 19:15 - 30.03.2019 19:30","53707","55323"
"30.03.2019 19:30 - 30.03.2019 19:45","53470","55254"
"30.03.2019 19:45 - 30.03.2019 20:00","53077","54841"
"30.03.2019 20:00 - 30.03.2019 20:15","52711","53990"
"30.03.2019 20:15 - 30.03.2019 20:30","52037","52745"
"30.03.2019 20:30 - 30.03.2019 20:45","51061","51860"
"30.03.2019 20:45 - 30.03.2019 21:00","50690","51018"
"30.03.2019 21:00 - 30.03.2019 21:15","49613","50404"
"30.03.2019 21:15 - 30.03.2019 21:30","49157","49822"
"30.03.2019 21:30 - 30.03.2019 21:45","49277","48832"
"30.03.2019 21:45 - 30.03.2019 22:00","48781","48385"
"30.03.2019 22:00 - 30.03.2019 22:15","48970","48802"
"30.03.2019 22:15 - 30.03.2019 22:30","48434","48018"
"30.03.2019 22:30 - 30.03.2019 22:45","47684","47189"
"30.03.2019 22:45 - 30.03.2019 23:00","46753","46580"
"30.03.2019 23:00 - 30.03.2019 23:15","45826","45916"
"30.03.2019 23:15 - 30.03.2019 23:30","45123","45242"
"30.03.2019 23:30 - 30.03.2019 23:45","44458","44756"
"30.03.2019 23:45 - 31.03.2019 00:00","43680","44354"
"31.03.2019 00:00 - 31.03.2019 00:15","42285","44113"
"31.03.2019 00:15 - 31.03.2019 00:30","41651","43555"
"31.03.2019 00:30 - 31.03.2019 00:45","41173","42950"
"31.03.2019 00:45 - 31.03.2019 01:00","40658","42694"
"31.03.2019 01:00 - 31.03.2019 01:15","40079","42104"
"31.03.2019 01:15 - 31.03.2019 01:30","39710","41604"
"31.03.2019 01:30 - 31.03.2019 01:45","39245","41490"
"31.03.2019 01:45 - 31.03.2019 02:00","38732","29884"
"31.03.2019 02:00 - 31.03.2019 02:15","",""
"31.03.2019 02:15 - 31.03.2019 02:30","",""
"31.03.2019 02:30 - 31.03.2019 02:45","",""
"31.03.2019 02:45 - 31.03.2019 03:00","",""
"31.03.2019 03:00 - 31.03.2019 03:15","37851","N/A"
"31.03.2019 03:15 - 31.03.2019 03:30","38490","N/A"
"31.03.2019 03:30 - 31.03.2019 03:45","38434","N/A"
"31.03.2019 03:45 - 31.03.2019 04:00","38661","N/A"
"31.03.2019 04:00 - 31.03.2019 04:15","38417","N/A"
"31.03.2019 04:15 - 31.03.2019 04:30","38387","N/A"
"31.03.2019 04:30 - 31.03.2019 04:45","38621","N/A"
"31.03.2019 04:45 - 31.03.2019 05:00","38771","N/A"
"31.03.2019 05:00 - 31.03.2019 05:15","38844","40922"
"31.03.2019 05:15 - 31.03.2019 05:30","38914","40762"
"31.03.2019 05:30 - 31.03.2019 05:45","38755","41009"
"31.03.2019 05:45 - 31.03.2019 06:00","38567","41126"
"31.03.2019 06:00 - 31.03.2019 06:15","38611","40752"
"31.03.2019 06:15 - 31.03.2019 06:30","38631","41323"
"31.03.2019 06:30 - 31.03.2019 06:45","38790","41240"
"31.03.2019 06:45 - 31.03.2019 07:00","38975","41308"
"31.03.2019 07:00 - 31.03.2019 07:15","39113","41306"
"31.03.2019 07:15 - 31.03.2019 07:30","39383","41470"
"31.03.2019 07:30 - 31.03.2019 07:45","40138","42037"
"31.03.2019 07:45 - 31.03.2019 08:00","40663","42536"
"31.03.2019 08:00 - 31.03.2019 08:15","41400","43092"
"31.03.2019 08:15 - 31.03.2019 08:30","42362","43970"
"31.03.2019 08:30 - 31.03.2019 08:45","44261","44648"
"31.03.2019 08:45 - 31.03.2019 09:00","44559","45151"
"31.03.2019 09:00 - 31.03.2019 09:15","45550","46158"
"31.03.2019 09:15 - 31.03.2019 09:30","46564","46749"
"31.03.2019 09:30 - 31.03.2019 09:45","46891","47554"
"31.03.2019 09:45 - 31.03.2019 10:00","47577","48445"
"31.03.2019 10:00 - 31.03.2019 10:15","48104","49527"
"31.03.2019 10:15 - 31.03.2019 10:30","48765","50148"
"31.03.2019 10:30 - 31.03.2019 10:45","48650","51101"
"31.03.2019 10:45 - 31.03.2019 11:00","49377","51099"
"31.03.2019 11:00 - 31.03.2019 11:15","50153","51865"
"31.03.2019 11:15 - 31.03.2019 11:30","50490","52413"
"31.03.2019 11:30 - 31.03.2019 11:45","50881","52603"
"31.03.2019 11:45 - 31.03.2019 12:00","50569","52677"
"31.03.2019 12:00 - 31.03.2019 12:15","50923","53085"
"31.03.2019 12:15 - 31.03.2019 12:30","50873","53028"
"31.03.2019 12:30 - 31.03.2019 12:45","50422","52911"
"31.03.2019 12:45 - 31.03.2019 13:00","50180","52045"
"31.03.2019 13:00 - 31.03.2019 13:15","49215","51348"
"31.03.2019 13:15 - 31.03.2019 13:30","48774","50897"
"31.03.2019 13:30 - 31.03.2019 13:45","48520","50421"
"31.03.2019 13:45 - 31.03.2019 14:00","47867","49508"
"31.03.2019 14:00 - 31.03.2019 14:15","47480","48954"
"31.03.2019 14:15 - 31.03.2019 14:30","47250","48879"
"31.03.2019 14:30 - 31.03.2019 14:45","46956","48231"
"31.03.2019 14:45 - 31.03.2019 15:00","47059","47755"
"31.03.2019 15:00 - 31.03.2019 15:15","47160","47177"
"31.03.2019 15:15 - 31.03.2019 15:30","46632","46986"
"31.03.2019 15:30 - 31.03.2019 15:45","46313","47012"
"31.03.2019 15:45 - 31.03.2019 16:00","46732","46603"
"31.03.2019 16:00 - 31.03.2019 16:15","47004","46442"
"31.03.2019 16:15 - 31.03.2019 16:30","47000","46491"
"31.03.2019 16:30 - 31.03.2019 16:45","47315","46559"
"31.03.2019 16:45 - 31.03.2019 17:00","46842","46434"
"31.03.2019 17:00 - 31.03.2019 17:15","47605","47054"
"31.03.2019 17:15 - 31.03.2019 17:30","47898","47281"
"31.03.2019 17:30 - 31.03.2019 17:45","48594","47808"
"31.03.2019 17:45 - 31.03.2019 18:00","48613","47771"
"31.03.2019 18:00 - 31.03.2019 18:15","49306","48771"
"31.03.2019 18:15 - 31.03.2019 18:30","50084","48797"
"31.03.2019 18:30 - 31.03.2019 18:45","49978","49019"
"31.03.2019 18:45 - 31.03.2019 19:00","50318","49700"
"31.03.2019 19:00 - 31.03.2019 19:15","50898","50611"
"31.03.2019 19:15 - 31.03.2019 19:30","51030","50940"
"31.03.2019 19:30 - 31.03.2019 19:45","51182","50909"
"31.03.2019 19:45 - 31.03.2019 20:00","50649","51760"
"31.03.2019 20:00 - 31.03.2019 20:15","51208","53491"
"31.03.2019 20:15 - 31.03.2019 20:30","51139","54123"
"31.03.2019 20:30 - 31.03.2019 20:45","50212","53383"
"31.03.2019 20:45 - 31.03.2019 21:00","50182","53015"
"31.03.2019 21:00 - 31.03.2019 21:15","49495","52651"
"31.03.2019 21:15 - 31.03.2019 21:30","49001","51929"
"31.03.2019 21:30 - 31.03.2019 21:45","49112","51538"
"31.03.2019 21:45 - 31.03.2019 22:00","49281","51381"
"31.03.2019 22:00 - 31.03.2019 22:15","49506","52147"
"31.03.2019 22:15 - 31.03.2019 22:30","49709","51529"
"31.03.2019 22:30 - 31.03.2019 22:45","48729","51245"
"31.03.2019 22:45 - 31.03.2019 23:00","47729","50380"
"31.03.2019 23:00 - 31.03.2019 23:15","46439","49378"
"31.03.2019 23:15 - 31.03.2019 23:30","45684","48364"
"31.03.2019 23:30 - 31.03.2019 23:45","45217","47602"
"31.03.2019 23:45 - 01.04.2019 00:00","44337","47088"
"01.04.2019 00:00 - 01.04.2019 00:15","43195","45487"
"01.04.2019 00:15 - 01.04.2019 00:30","42493","45029"
"01.04.2019 00:30 - 01.04.2019 00:45","41951","44661"
"01.04.2019 00:45 - 01.04.2019 01:00","41699","44157"
"01.04.2019 01:00 - 01.04.2019 01:15","41368","43343"
"01.04.2019 01:15 - 01.04.2019 01:30","41131","42760"
"01.04.2019 01:30 - 01.04.2019 01:45","40914","42397"
"01.04.2019 01:45 - 01.04.2019 02:00","40854","41977"
"01.04.2019 02:00 - 01.04.2019 02:15","40637","41778"
"01.04.2019 02:15 - 01.04.2019 02:30","40729","41773"
"01.04.2019 02:30 - 01.04.2019 02:45","40721","41926"
"01.04.2019 02:45 - 01.04.2019 03:00","40800","42142"
"01.04.2019 03:00 - 01.04.2019 03:15","40995","42257"
"01.04.2019 03:15 - 01.04.2019 03:30","41269","42272"
"01.04.2019 03:30 - 01.04.2019 03:45","41763","42734"
"01.04.2019 03:45 - 01.04.2019 04:00","42088","42937"
"01.04.2019 04:00 - 01.04.2019 04:15","42725","43646"
"01.04.2019 04:15 - 01.04.2019 04:30","43246","44426"
"01.04.2019 04:30 - 01.04.2019 04:45","44150","45028"
"01.04.2019 04:45 - 01.04.2019 05:00","45093","45835"
"01.04.2019 05:00 - 01.04.2019 05:15","46647","47049"
"01.04.2019 05:15 - 01.04.2019 05:30","47771","47743"
"01.04.2019 05:30 - 01.04.2019 05:45","49162","49215"
"01.04.2019 05:45 - 01.04.2019 06:00","51042","50985"
"01.04.2019 06:00 - 01.04.2019 06:15","53844","54732"
"01.04.2019 06:15 - 01.04.2019 06:30","55580","57264"
"01.04.2019 06:30 - 01.04.2019 06:45","57068","59239"
"01.04.2019 06:45 - 01.04.2019 07:00","58368","60254"
"01.04.2019 07:00 - 01.04.2019 07:15","59790","61558"
"01.04.2019 07:15 - 01.04.2019 07:30","60515","62468"
"01.04.2019 07:30 - 01.04.2019 07:45","61324","63221"
"01.04.2019 07:45 - 01.04.2019 08:00","61987","63702"
"01.04.2019 08:00 - 01.04.2019 08:15","62809","64110"
"01.04.2019 08:15 - 01.04.2019 08:30","63392","64788"
"01.04.2019 08:30 - 01.04.2019 08:45","63783","65249"
"01.04.2019 08:45 - 01.04.2019 09:00","64172","65263"
"01.04.2019 09:00 - 01.04.2019 09:15","64050","64840"
"01.04.2019 09:15 - 01.04.2019 09:30","64311","65172"
"01.04.2019 09:30 - 01.04.2019 09:45","64945","65310"
"01.04.2019 09:45 - 01.04.2019 10:00","65224","65375"
"01.04.2019 10:00 - 01.04.2019 10:15","65526","65235"
"01.04.2019 10:15 - 01.04.2019 10:30","65878","65185"
"01.04.2019 10:30 - 01.04.2019 10:45","65990","65327"
"01.04.2019 10:45 - 01.04.2019 11:00","66206","65249"
"01.04.2019 11:00 - 01.04.2019 11:15","65637","65321"
"01.04.2019 11:15 - 01.04.2019 11:30","65346","66085"
"01.04.2019 11:30 - 01.04.2019 11:45","66061","66147"
"01.04.2019 11:45 - 01.04.2019 12:00","65425","66596"
"01.04.2019 12:00 - 01.04.2019 12:15","65985","65827"
"01.04.2019 12:15 - 01.04.2019 12:30","65398","65689"
"01.04.2019 12:30 - 01.04.2019 12:45","65393","66033"
"01.04.2019 12:45 - 01.04.2019 13:00","65750","65998"
"01.04.2019 13:00 - 01.04.2019 13:15","65565","65990"
"01.04.2019 13:15 - 01.04.2019 13:30","65049","65747"
"01.04.2019 13:30 - 01.04.2019 13:45","64093","65229"
"01.04.2019 13:45 - 01.04.2019 14:00","63886","64466"
"01.04.2019 14:00 - 01.04.2019 14:15","63619","64478"
"01.04.2019 14:15 - 01.04.2019 14:30","63875","64524"
"01.04.2019 14:30 - 01.04.2019 14:45","63662","64145"
"01.04.2019 14:45 - 01.04.2019 15:00","63749","63819"
"01.04.2019 15:00 - 01.04.2019 15:15","62993","63660"
"01.04.2019 15:15 - 01.04.2019 15:30","62701","63003"
"01.04.2019 15:30 - 01.04.2019 15:45","62005","62410"
"01.04.2019 15:45 - 01.04.2019 16:00","62225","62018"
"01.04.2019 16:00 - 01.04.2019 16:15","61952","61602"
"01.04.2019 16:15 - 01.04.2019 16:30","61739","61259"
"01.04.2019 16:30 - 01.04.2019 16:45","60890","60999"
"01.04.2019 16:45 - 01.04.2019 17:00","61172","60421"
"01.04.2019 17:00 - 01.04.2019 17:15","61096","60611"
"01.04.2019 17:15 - 01.04.2019 17:30","60741","60606"
"01.04.2019 17:30 - 01.04.2019 17:45","61288","60632"
"01.04.2019 17:45 - 01.04.2019 18:00","61516","60606"
"01.04.2019 18:00 - 01.04.2019 18:15","60973","60989"
"01.04.2019 18:15 - 01.04.2019 18:30","61035","61131"
"01.04.2019 18:30 - 01.04.2019 18:45","61282","61839"
"01.04.2019 18:45 - 01.04.2019 19:00","62011","62355"
"01.04.2019 19:00 - 01.04.2019 19:15","62283","63102"
"01.04.2019 19:15 - 01.04.2019 19:30","61953","62978"
"01.04.2019 19:30 - 01.04.2019 19:45","61880","63029"
"01.04.2019 19:45 - 01.04.2019 20:00","61182","63239"
"01.04.2019 20:00 - 01.04.2019 20:15","61155","63625"
"01.04.2019 20:15 - 01.04.2019 20:30","60396","63487"
"01.04.2019 20:30 - 01.04.2019 20:45","59972","63214"
"01.04.2019 20:45 - 01.04.2019 21:00","58158","62621"
"01.04.2019 21:00 - 01.04.2019 21:15","57479","61902"
"01.04.2019 21:15 - 01.04.2019 21:30","56508","61473"
"01.04.2019 21:30 - 01.04.2019 21:45","55716","60543"
"01.04.2019 21:45 - 01.04.2019 22:00","54783","59923"
"01.04.2019 22:00 - 01.04.2019 22:15","54753","59053"
"01.04.2019 22:15 - 01.04.2019 22:30","53956","58104"
"01.04.2019 22:30 - 01.04.2019 22:45","52859","56968"
"01.04.2019 22:45 - 01.04.2019 23:00","51917","55842"
"01.04.2019 23:00 - 01.04.2019 23:15","51015","53815"
"01.04.2019 23:15 - 01.04.2019 23:30","50178","52750"
"01.04.2019 23:30 - 01.04.2019 23:45","49500","51969"
"01.04.2019 23:45 - 02.04.2019 00:00","48778","51080"
"02.04.2019 00:00 - 02.04.2019 00:15","48021","50665"
"02.04.2019 00:15 - 02.04.2019 00:30","47431","50057"
"02.04.2019 00:30 - 02.04.2019 00:45","46843","49448"
"02.04.2019 00:45 - 02.04.2019 01:00","46424","49200"
"02.04.2019 01:00 - 02.04.2019 01:15","45927","48442"
"02.04.2019 01:15 - 02.04.2019 01:30","45528","48084"
"02.04.2019 01:30 - 02.04.2019 01:45","45296","48076"
"02.04.2019 01:45 - 02.04.2019 02:00","45165","47792"
"02.04.2019 02:00 - 02.04.2019 02:15","44903","46949"
"02.04.2019 02:15 - 02.04.2019 02:30","44824","46960"
"02.04.2019 02:30 - 02.04.2019 02:45","44850","47156"
"02.04.2019 02:45 - 02.04.2019 03:00","45010","47450"
"02.04.2019 03:00 - 02.04.2019 03:15","45097","47319"
"02.04.2019 03:15 - 02.04.2019 03:30","45313","47700"
"02.04.2019 03:30 - 02.04.2019 03:45","45602","47576"
"02.04.2019 03:45 - 02.04.2019 04:00","45820","47954"
"02.04.2019 04:00 - 02.04.2019 04:15","46353","48224"
"02.04.2019 04:15 - 02.04.2019 04:30","46828","48864"
"02.04.2019 04:30 - 02.04.2019 04:45","47256","49240"
"02.04.2019 04:45 - 02.04.2019 05:00","47984","49842"
"02.04.2019 05:00 - 02.04.2019 05:15","49282","51473"
"02.04.2019 05:15 - 02.04.2019 05:30","50098","52148"
"02.04.2019 05:30 - 02.04.2019 05:45","51372","53045"
"02.04.2019 05:45 - 02.04.2019 06:00","52830","54222"
"02.04.2019 06:00 - 02.04.2019 06:15","55446","57696"
"02.04.2019 06:15 - 02.04.2019 06:30","57158","59925"
"02.04.2019 06:30 - 02.04.2019 06:45","58527","61421"
"02.04.2019 06:45 - 02.04.2019 07:00","59699","62293"
"02.04.2019 07:00 - 02.04.2019 07:15","60912","63796"
"02.04.2019 07:15 - 02.04.2019 07:30","61737","64868"
"02.04.2019 07:30 - 02.04.2019 07:45","62311","65506"
"02.04.2019 07:45 - 02.04.2019 08:00","63110","65984"
"02.04.2019 08:00 - 02.04.2019 08:15","63798","66855"
"02.04.2019 08:15 - 02.04.2019 08:30","64253","67357"
"02.04.2019 08:30 - 02.04.2019 08:45","64575","67358"
"02.04.2019 08:45 - 02.04.2019 09:00","64881","67340"
"02.04.2019 09:00 - 02.04.2019 09:15","64788","66668"
"02.04.2019 09:15 - 02.04.2019 09:30","65038","66736"
"02.04.2019 09:30 - 02.04.2019 09:45","65749","66716"
"02.04.2019 09:45 - 02.04.2019 10:00","66064","66890"
"02.04.2019 10:00 - 02.04.2019 10:15","66311","66190"
"02.04.2019 10:15 - 02.04.2019 10:30","66583","66875"
"02.04.2019 10:30 - 02.04.2019 10:45","66671","66759"
"02.04.2019 10:45 - 02.04.2019 11:00","66977","67246"
"02.04.2019 11:00 - 02.04.2019 11:15","67283","67194"
"02.04.2019 11:15 - 02.04.2019 11:30","67587","67563"
"02.04.2019 11:30 - 02.04.2019 11:45","67942","67626"
"02.04.2019 11:45 - 02.04.2019 12:00","67446","68042"
"02.04.2019 12:00 - 02.04.2019 12:15","67408","67541"
"02.04.2019 12:15 - 02.04.2019 12:30","67269","67742"
"02.04.2019 12:30 - 02.04.2019 12:45","67114","67788"
